name,sorted_name,similar_names
David G. PhD Benner,benner david g. phd,['David G. Benner']
Harold S Kushner,harold kushner s,['Harold S. Kushner']
Graham Thomas,graham thomas,['Thomas Gryta']
Eric Friginal,eric friginal,['']
Alfredo P. Alcala,alcala alfredo p.,['']
Deborah Digges,deborah digges,['Deborah Wiles']
Larry Waight,larry waight,['']
Ken Hamblin,hamblin ken,['']
Alan Sillitoe,alan sillitoe,['']
William Perkins Spence,perkins spence william,['']
B.J. Fogg,b.j. fogg,['']
Maxine B. Rosenberg,b. maxine rosenberg,['']
Kou Fumizuki,fumizuki kou,['Kō Fumizuki']
Trey R. Barker,barker r. trey,['']
Ernie Hickman,ernie hickman,['Craig Hickman']
David Shenk,david shenk,"['David Sheff, David Shayne']"
Arthur Waley,arthur waley,"['Arthur Hailey, Kay Arthur']"
Robert Livingston,livingston robert,['Robert E. Kingston']
M. G. Balme,balme g. m.,['']
Jean Shepherd,jean shepherd,"['Joel Shepherd, Peng Shepherd']"
Joy King,joy king,['Joyce King']
Florence Nightingale,florence nightingale,['']
Ellen Watson,ellen watson,"['Ellen Jackson, Elsa Watson, Colin Watson, Ben Watson']"
Annette T. Rottenberg,annette rottenberg t.,['']
Mary Anna Evans,anna evans mary,['Mary Ann Evans']
Graham Warren,graham warren,"['Graham Harman, Graham Tarrant, Graham Hansen']"
Patricia Rain,patricia rain,"['Patricia Rice, Patricia Raybon, Patricia Ryan, Patricia Rich']"
Gregg Adams,adams gregg,['']
Andre Van Lysebeth,andre lysebeth van,['']
Peter Rushforth,peter rushforth,['']
John Moore,john moore,['Johan More']
Greg Der Ananian,ananian der greg,['']
Catherine Texier,catherine texier,"['Catherine Lewis, Catherine Walter, Catherine Crier, Catherine Fisher, Catherine Palmer, Catherine Keller, Catherine Ponder']"
Jason Gordon,gordon jason,"['John Gordon, Gordon James, Jason Goodwin, Jaimy Gordon']"
Peter Stamm,peter stamm,"['Peter Straub, Peter Stark']"
"John T. E. Cribb, Jr.","cribb, e. john jr. t.",['']
Stephen J. Harris,harris j. stephen,"['Stephen Harris, Stephen L. Harris, Stephen L. Carr, Stephen K. Hayes, Stephen J. Barrett']"
Kent Still,kent still,['']
Hossein Amini,amini hossein,['']
Juan T. Llibre,juan llibre t.,['']
Patrick Alexander,alexander patrick,['Jack Alexander']
Pope John Paul I,i john paul pope,['Pope John Paul II']
Kimberly Griffin,griffin kimberly,['']
Prabhakar Raghavan,prabhakar raghavan,['']
Rupert Gethin,gethin rupert,['']
Peter Barham,barham peter,"['Peter Adam, Peter Barton, Peter Balaam']"
Ann Vanderhoof,ann vanderhoof,['']
Alan Klein,alan klein,['Alec Klein']
Peter C. Brush,brush c. peter,['']
Hilary McKay,hilary mckay,['']
Nome,nome,['none']
Judith Comfort,comfort judith,['']
Matt Ridley,matt ridley,['']
Museum Vander Kelen-Mertens,kelen-mertens museum vander,['']
National Air and Space M J. Anderson Jr,air and anderson j. jr m national space,['']
Amos Tversky,amos tversky,['']
Alan C. Bovik,alan bovik c.,['']
Martin L. Lalumiere,l. lalumiere martin,['']
Wilhelm Gesenius,gesenius wilhelm,['']
"Robert M. Bramson, Ph.D.","bramson, m. ph.d. robert",['']
Woody Winfree,winfree woody,['']
Anthony R. Michalski,anthony michalski r.,['']
Russell Baker,baker russell,"['Karen Russell, Russell Blake, Russell Banks, Mishell Baker']"
Wendy Abraham,abraham wendy,"['Ken Abraham, Wendy Markham']"
Lina Mao Wall,lina mao wall,['']
Rachel Bailey,bailey rachel,"['Michael Bailey, Rachel Caine, Rachel Adler']"
Herbert Klemens,herbert klemens,['']
Mark Alan Stamaty,alan mark stamaty,['Mark Alan Stewart']
Arthur Leighton Guptill,arthur guptill leighton,['']
Beth Moore,beth moore,['']
Ruth Ozeki,ozeki ruth,['']
Ronald H. Nash,h. nash ronald,['Ronald Nash']
Robert Conquest,conquest robert,['']
Steve Tomecek,steve tomecek,['']
Alfred Henry Sturtevant,alfred henry sturtevant,['']
Nancy Wilson Ross,nancy ross wilson,['']
Patricia Henley,henley patricia,"['Patricia Hermes, Patricia Benner, Patricia Kelley']"
Lundy Bancroft,bancroft lundy,['']
George Baker,baker george,"['George Barker, George Bibel, George Barna, George Eckes']"
Scott Jurek,jurek scott,['']
Virgil A. Anderson,a. anderson virgil,['']
James Scott,james scott,"['James C. Scott, Scott Jacobs, Scott James']"
J. Campbell Bruce,bruce campbell j.,['Bruce Campbell']
Tom Burnam,burnam tom,['']
Gary Russell,gary russell,"['Russell Ash, Russell Kirk, Karen Russell, Ray Russell, Roy Russell, Russell Grant, Gareth Russell']"
Rudolf Pencz,pencz rudolf,['']
M. Clark,clark m.,['ed Clark']
Cheryl Crane,cheryl crane,['']
Michael Reagan,michael reagan,['Michael Reaves']
Steve Rabey,rabey steve,"['Steve Harvey, Steven Casey, Steve Fraser']"
Phyllis Krasilovsky,krasilovsky phyllis,['']
David Powers,david powers,"['David Howe, Peter David, David Jones, David Poyer, David Roberts']"
Michael Tougias,michael tougias,['Michael J. Tougias']
James J. Blanchard,blanchard j. james,['']
Henry E. Allison,allison e. henry,['']
Poul Anderson,anderson poul,"['Bob Anderson, Doug Anderson, Neil Anderson, Pam Anderson, Paul N. Anderson, Joan Anderson, Will Anderson, Don Anderson']"
Editors of The Diabetic Gourmet magazine,diabetic editors gourmet magazine of the,['']
Maggie Osborne,maggie osborne,['']
Kali White,kali white,['Kate White']
Max Stirner,max stirner,['']
Jennifer Margulis,jennifer margulis,['']
Sharon L. Pywell,l. pywell sharon,['']
Andy Smith,andy smith,"['Nancy Smith, Andrew Smith, Andy Miah, Andrea Smith']"
Valene L. Smith,l. smith valene,['']
Richard Grunberger,grunberger richard,['']
Freeman Wills Crofts,crofts freeman wills,['']
Taboada Inma,inma taboada,['']
Paul Guido,guido paul,['']
Robert Anton Wilson,anton robert wilson,['Robert A. Wilson']
Stuart H. Walker,h. stuart walker,['']
Robert Dale,dale robert,"['Diane Roberts, Robert Pape, Robert Coles, Robert Alter, Robert Day, Robert Gallo, Robert Mayer, Robert Fyall, Robert Daley, Robert Harley, Robert Dalby, Robert Bates, Marie Robert, Robert Drewe, Jane Roberts']"
Naomi Miller,miller naomi,['Romy Miller']
Mark E. Rosch,e. mark rosch,['']
Rosario Ferré,ferré rosario,['']
Tracey Stewart,stewart tracey,['']
Emily White,emily white,['']
Edie Kerouac-Parker,edie kerouac-parker,['']
Chester B. Himes,b. chester himes,['Chester Himes']
Samantha Barbas,barbas samantha,['']
Alan Dundes,alan dundes,['']
Honoré de Balzac,balzac de honoré,['Honore de Balzac']
Deborah Madison,deborah madison,['']
Robb Walsh,robb walsh,"['Robert Walsh, Toby Walsh, Rod WALSH']"
Susan Hufford,hufford susan,['']
Roger Robinson,robinson roger,['Rowan Robinson']
Frank McLynn,frank mclynn,['']
Dorothy Astoria,astoria dorothy,['']
Lewis Lockwood,lewis lockwood,['']
Melanie Raabe,melanie raabe,['Melanie Rawn']
Josie Silver,josie silver,['Jose Silva']
Jim Ryun,jim ryun,['']
Okakura Kakuzo,kakuzo okakura,['']
Judith D. Zuk,d. judith zuk,['']
LYNNE GRAHAM,graham lynne,"['Ronnie Graham, Lynne Graham']"
Gunnar-Gunnar Andersson,andersson gunnar-gunnar,['Lars-Gunnar Andersson']
Aleksandr I. Solzhenitsyn,aleksandr i. solzhenitsyn,['Aleksandr Solzhenitsyn']
Brandt Tso,brandt tso,['']
Gordon R. Dickson,dickson gordon r.,['']
Iris R. Dart,dart iris r.,['']
Margret Rey,margret rey,['Margaret Way']
Laura Trinder,laura trinder,['']
Brian Wood,brian wood,['']
Katharine Graham,graham katharine,['']
Pat Barker,barker pat,"['Kathy Barker, Dan Barker']"
Karel Bartosek,bartosek karel,['']
Jeff Belanger,belanger jeff,['']
Jo Nesbo,jo nesbo,['']
James Dodson,dodson james,"['Gordon James, James Houston']"
Katharine Eliska Kimbriel,eliska katharine kimbriel,['']
Philippe Rège,philippe rège,['']
Pierre Bourdieu,bourdieu pierre,['']
Roger Downey,downey roger,['Roger Crowley']
D. J. A. Welsh,a. d. j. welsh,['']
James J. Duderstadt,duderstadt j. james,['']
Lana Witt,lana witt,['']
Patricia D. Fosarelli,d. fosarelli patricia,['']
Tess O'Dwyer,o'dwyer tess,['']
Nupur Chaudhuri,chaudhuri nupur,['']
Catherine Millet,catherine millet,"['Catherine Gayle, Catherine Walter, Catherine Fisher, Catherine Doyle, Catherine Palmer, Catherine Keller']"
Margaret Miller,margaret miller,"['Margaret Visser, Margaret Millar, Margaret Miles']"
Tim Probert,probert tim,['']
Erica Silverman,erica silverman,['']
Janelle Denison,denison janelle,['']
Dennis Purdy,dennis purdy,"['Dennis Roddy, Dennis Parks, Jerry Dennis']"
Larry Diamond,diamond larry,"['Sara Diamond, Jared Diamond, Larry Dixon, Harvey Diamond, Lucy Diamond']"
Gary Chapman,chapman gary,"['Gary D. Chapman, Jane Chapman, Vera Chapman']"
Martin L. Olsson,l. martin olsson,['']
Alina Adams,adams alina,"['Lisa Adams, Janine Adams']"
Derek Jackson,derek jackson,"['Greg Jackson, Devon Jackson']"
Leslie Iwerks,iwerks leslie,['Leslie Dierks']
Robert Maddox,maddox robert,['']
James Rollins,james rollins,"['James Willis, Robin James, James Sallis']"
Lauren Pecorino,lauren pecorino,['']
Amelia Atwater-Rhodes,amelia atwater-rhodes,['']
Larry Gritz,gritz larry,['']
Carly Alexander,alexander carly,"['Paul Alexander, Caroline Alexander, Lacey Alexander, Marcus Alexander']"
David Benioff,benioff david,['']
Roger V. Bell,bell roger v.,['']
Michelangelo Merisi da Caravaggio,caravaggio da merisi michelangelo,['']
Laurel Robertson,laurel robertson,"['Cara Robertson, Robertson Davies, Andrea Robertson, Dougal Robertson']"
Mark Shand,mark shand,['Mark Shaw']
Stephen Wangh,stephen wangh,['']
Mike Darlow,darlow mike,['']
Jay R. Bonansinga,bonansinga jay r.,['Jay Bonansinga']
Arthur Spenser Loat Farquharson,arthur farquharson loat spenser,['']
Gerald S. Hunter,gerald hunter s.,['']
BARBARA HAMBLY,barbara hambly,"['Barbara Hambly, Barbara Campbell']"
Jack Kneece,jack kneece,['']
Vera John-Steiner,john-steiner vera,['']
Sir Walter Scott,scott sir walter,['Walter Scott']
Good Housekeeping Editors,editors good housekeeping,['']
Ann Snitow,ann snitow,['']
Margaret Way,margaret way,"['Margaret Weis, Margaret Weir, Margaret Rand, Margaret Mead, Margret Rey']"
Lauren Forsythe,forsythe lauren,['']
James A. Secord,a. james secord,['']
Friedrich Engels,engels friedrich,['']
Wassily Leontief,leontief wassily,['Wassily W. Leontief']
Charles E. Hambrick-Stowe,charles e. hambrick-stowe,['']
Roseanne Thong,roseanne thong,['']
Helena Huntington Smith,helena huntington smith,['']
Carol A. Wiley,a. carol wiley,['']
Jama Kim Rattigan,jama kim rattigan,['']
Peter Hathaway Capstick,capstick hathaway peter,['']
J. Barnes,barnes j.,['Jay Barnes']
Friedrich Nietzsche,friedrich nietzsche,['Nietzsche Friedrich']
Margaret Bechard,bechard margaret,"['Margaret Clark, Margaret Buchanan']"
Bonita Slunder,bonita slunder,['']
Susan Peterson,peterson susan,['Susan Anderson']
Lee Edwards,edwards lee,"['Ted Edwards, Gene Edwards']"
Michael Jacot,jacot michael,"['Michael Hardt, Michael Jang, Michael Jecks']"
H. Gordon Frost,frost gordon h.,['']
Catriona Menzies-Pike,catriona menzies-pike,['']
Robert E. Kingston,e. kingston robert,['Robert Livingston']
Eric Lipton,eric lipton,['']
Ellen Newbold La Motte,ellen la motte newbold,['']
Anton Treuer,anton treuer,['']
Yale University C Vann Woodward,c university vann woodward yale,['']
Christine King Farris,christine farris king,['']
Florence Peterson Kendall,florence kendall peterson,['']
Joachim C. Fest,c. fest joachim,['Joachim Fest']
Anne F. Rockwell,anne f. rockwell,['Anne Rockwell']
Rinker Buck,buck rinker,['']
Dedre Gentner,dedre gentner,['']
Lou Harry,harry lou,['Harry Roe']
Laura Schlessinger,laura schlessinger,['Dr. Laura Schlessinger']
Frederick Douglass,douglass frederick,['FREDERICK DOUGLASS']
Philip Rucker,philip rucker,['']
Allan Matthews,allan matthews,['']
Philip Dray,dray philip,"['Philip Craig, Philip Dacey']"
Becky Chambers,becky chambers,['']
James F. Moore,f. james moore,['']
Mary Frances Kennedy Fisher,fisher frances kennedy mary,['']
Olga Coschug-Toates,coschug-toates olga,['']
Mary McDonough,mary mcdonough,['']
Great Source Education Group,education great group source,['']
Helmut Krausser,helmut krausser,['']
Mikael Krogerus,krogerus mikael,['']
Patricia Reilly Giff,giff patricia reilly,['Patricia Lynn Reilly']
Martha Weston,martha weston,['']
Terri DuLong,dulong terri,['']
David A. Cooper,a. cooper david,['David A. Crowder']
"Jennifer Ashton, M.D.","ashton, jennifer m.d.",['']
Amy D. Bernstein,amy bernstein d.,['Anne D. Bernstein']
Richie Benaud,benaud richie,['Donald Richie']
Michael L. Hadley,hadley l. michael,"['Michael F. Carey, Michael J. Daley, Michael J. Crawley, Michael J. Arlen']"
Roger Green,green roger,"['Roger Gordon, Robert Greer, Robert Greene']"
Michael Tomlinson,michael tomlinson,"['Michael Robinson, Michael Morrison, Richard Tomlinson']"
Simon Green,green simon,"['Simon R. Green, Sharon Green']"
Tahl Raz,raz tahl,['']
Edmund Morris,edmund morris,['Desmond Morris']
Koge Donbo,donbo koge,['']
Jon Courtenay Grimwood,courtenay grimwood jon,['']
Lauren Oliver,lauren oliver,['Lauren Slater']
Randolph B. Campbell,b. campbell randolph,['']
Dawn B. Sova,b. dawn sova,['']
Jennifer Johnston,jennifer johnston,['']
Sharon Jeffers,jeffers sharon,['']
Lee Epstein,epstein lee,"['Lita Epstein, Greg Epstein']"
Patrick Taylor,patrick taylor,['']
Lexa Rosean,lexa rosean,['']
David Jauss,david jauss,['']
Ron Snell,ron snell,['']
Colin Latham,colin latham,['']
Gary Quick,gary quick,['']
Niki Burnham,burnham niki,['']
Galileo,galileo,['']
Sarah Chayes,chayes sarah,['Sarah Graves']
Silvano Serventi,serventi silvano,['']
Ralph L. Keeney,keeney l. ralph,['']
Robert Eustace,eustace robert,['']
Shane Templeton,shane templeton,['']
Margie Palatini,margie palatini,['']
David W. Cudney,cudney david w.,['']
Khurram Zafar,khurram zafar,['']
Thomas E. Mann,e. mann thomas,"['Thomas E. Frank, Thomas Mann, Thomas F. Madden, Mark A. Thomas']"
Frances Farmer,farmer frances,['']
Ian Stevenson,ian stevenson,"['Jane Stevenson, Diane Stevenson, Ian Stephenson']"
Steve Kyte,kyte steve,['Kyle Stevens']
Eliza Thomas,eliza thomas,['']
Professor of Media and Cultural Studies Sue Thornham,and cultural media of professor studies sue thornham,['']
Stephen Miller,miller stephen,"['Stephen Palmer, Stephen Miles, Stephen Mellor, Stephen M. Miller, Stephen Kinzer, Stephen Alter']"
Stacy Hawkins Adams,adams hawkins stacy,['']
"Walsch, Neale Donald","donald neale walsch,",['Neale Donald Walsch']
William Keith Chambers Guthrie,chambers guthrie keith william,['']
Michelle Epiphany Prosser,epiphany michelle prosser,['']
Stanley Green,green stanley,"['Stanley Cohen, Stanley Rosen, Stanley Coren']"
Keith Francis Strohm,francis keith strohm,['']
Mark J. Plotkin,j. mark plotkin,['']
Michael S. Reynolds,michael reynolds s.,['Michael Reynolds']
Joanne Miller,joanne miller,"['Janne Teller, Joe Miller']"
James Meek,james meek,['']
Masha Hamilton,hamilton masha,"['Melissa Hamilton, Martha Hamilton']"
John Flanagan,flanagan john,['Owen Flanagan']
Dietrich von Hildebrand,dietrich hildebrand von,['']
Ruth Ware,ruth ware,['']
Mary Beth Chapman,beth chapman mary,['']
David Sweetman,david sweetman,['David Sherman']
Stephanie Faul,faul stephanie,"['Stephanie Cave, Stephanie Maze']"
John Waters,john waters,['']
Bill Granger,bill granger,"['Bill Singer, Bill Finger']"
Laura Day,day laura,"['Laura Dave, Laura Lam']"
Arthur Green,arthur green,"['Arthur Jeon, Arthur Golden']"
Steve Capps,capps steve,['']
Helen F. Gaines,f. gaines helen,['']
Allen Dulles,allen dulles,['']
Steven W. May,may steven w.,['']
Dorothy Johnston,dorothy johnston,['Dorothy Koomson']
Alice Munro,alice munro,['']
Marvel Entertainment Group,entertainment group marvel,['']
Clare Beaton,beaton clare,['']
Richard Erdoes,erdoes richard,"['Richard Rhodes, Richard Irons']"
Natalie S. Bober,bober natalie s.,['']
Stella Gibbons,gibbons stella,['']
Mark Ryan,mark ryan,['']
Joan Bransfield Graham,bransfield graham joan,['']
R. K. Narayan,k. narayan r.,['']
Paul G. Stoltz,g. paul stoltz,['']
Ed Hooks,ed hooks,['']
Mahmoud Darwish,darwish mahmoud,['']
Jay Ramsay,jay ramsay,['']
Jodee Blanco,blanco jodee,['']
Malcolm Pryce,malcolm pryce,['Malcolm Payne']
S.T. Joshi,joshi s.t.,['S. T. Joshi']
Robert Weisbrot,robert weisbrot,['Robert Westbrook']
Tim Lebbon,lebbon tim,['']
Jonathan Ames,ames jonathan,"['Jonathan Allen, Jonathan Barnes, Jonathan Coe, Jonathan Haas, Jonathan Hales, Jonathan Dee, Jonathan Cane']"
Jose Angel Garcia Landa,angel garcia jose landa,['']
"S. Michael Houdmann, General Editor","editor general houdmann, michael s.",['']
Hampton Sides,hampton sides,['']
Pascal Khoo Thwe,khoo pascal thwe,['']
Jennifer Donnelly,donnelly jennifer,['']
Dominick Dunne,dominick dunne,['']
Richard Ormond,ormond richard,"['Richard Gordon, Richard Irons, Richard Corson']"
Chris Wickham,chris wickham,['Chris Kilham']
Robert Bright,bright robert,['Robert Briner']
Michael Michalko,michael michalko,['Michael Richards']
John Dennis Fitzgerald,dennis fitzgerald john,['John D. Fitzgerald']
Chuck Norris,chuck norris,['Jack Norris']
Margaret Sutton,margaret sutton,['Margaret Watson']
James Pope-Hennessy,james pope-hennessy,['']
Lulu Wang,lulu wang,['Dulu Wang']
John L. Jackson Jr.,jackson john jr. l.,['']
Mee,mee,['']
Louise Glück,glück louise,['']
Martin Silverman,martin silverman,"['David Silverman, Marci Stillerman, Martin Seligman']"
Gail Gibbons,gail gibbons,['Gail Gibbins']
Alan Sked,alan sked,['Alan Oken']
Anirban Mahapatra,anirban mahapatra,['']
Hedieh Mirahmadi,hedieh mirahmadi,['']
Moon Yen,moon yen,['']
Arthur W. Pink,arthur pink w.,"['Arthur Pink, Arthur W. Klinck, Arthur W Pink']"
James Gerald Crowther,crowther gerald james,['']
Alfred Delp,alfred delp,['Alfred Wedel']
Sue Viders,sue viders,['']
Fred Lerdahl,fred lerdahl,['']
Terry Dodson,dodson terry,"['Terry Dawson, Terry Bisson']"
Glenn S. Sunshine,glenn s. sunshine,['']
Jane Colclasure,colclasure jane,['']
Monica Ali,ali monica,['']
Alberto Moravia,alberto moravia,['']
Immaculee Ilibagiza,ilibagiza immaculee,['']
K. Eriksson,eriksson k.,['']
Mordecai Roshwald,mordecai roshwald,['']
Joe Archibald,archibald joe,"['Archibald Cox, Robert Archibald']"
Jeff VanVonderen,jeff vanvonderen,['Jeffrey VanVonderen']
Jerry Greenfield,greenfield jerry,['']
Tom Strachan,strachan tom,['']
Abigail Woods,abigail woods,['']
Rett MacPherson,macpherson rett,['']
Diane Siebert,diane siebert,['']
Chris Well,chris well,"['Chris Lele, Chris Sells']"
Martino Stierli,martino stierli,['']
Brian Hatch,brian hatch,['']
Roger Lundin,lundin roger,['Roger Lewin']
Susan Carol McCarthy,carol mccarthy susan,['']
Karelynne Ayayo,ayayo karelynne,['']
Leften Stavros Stavrianos,leften stavrianos stavros,['']
Holly Bea,bea holly,['']
Kimberly Daniels,daniels kimberly,['Kimberly Cates']
Marshall Winslow Stearns,marshall stearns winslow,['rshall Winslow Stearns']
Richard Danksy,danksy richard,"['Richard Dalby, Richard Bangs']"
Anthony Woods,anthony woods,['']
Joshua Albertson,albertson joshua,['']
Kyle R. Weaver,kyle r. weaver,['']
Andrea Levy,andrea levy,['']
Michael Moore,michael moore,"['Michael Moran, Michael Wood, Michael Moorcock, Michael Stone, Michael Morris']"
Joseph L. Eichler,eichler joseph l.,['']
G. A. Henty,a. g. henty,['']
Douglas Coupland,coupland douglas,['']
John L. Bull,bull john l.,['']
Saint Cyril (Patriarch of Alexandria),(patriarch alexandria) cyril of saint,['Saint Athanasius (Patriarch of Alexandria)']
Brian Sullivan,brian sullivan,"['Barbara Sullivan, Joan Sullivan, Brian Halligan']"
Julie Kramis Hearne,hearne julie kramis,['']
Manel Lacorte,lacorte manel,['']
Kristine Smith,kristine smith,['']
William C. Taylor,c. taylor william,['']
Chic Cicero,chic cicero,['']
Artur Rubinstein,artur rubinstein,"['Mark Rubinstein, Gary Rubinstein, Akiba Rubinstein']"
Julia Child,child julia,['']
Noah Wardrip-Fruin,noah wardrip-fruin,['']
Michael J. Sandel,j. michael sandel,['Michael A. Singer']
"E.D. Hirsch, Jr.","e.d. hirsch, jr.",['']
Walter Echo-Hawk,echo-hawk walter,['']
William B. Breuer,b. breuer william,"['William J. Rehder, William B. Miller, Peter B. Williams']"
A. B. Yehoshua,a. b. yehoshua,['']
Carol Appleby,appleby carol,['']
Suat Ozgur,ozgur suat,['']
Butler D. Shaffer,butler d. shaffer,['']
John B. Gabel,b. gabel john,['']
Wayne S. Freeze,freeze s. wayne,['']
Barry Rigal,barry rigal,['Barry Siegel']
Radia Perlman,perlman radia,['']
Pam Carroll,carroll pam,"['Sean Carroll, Tim Carroll, Jim Carroll, James Carroll']"
William Baer,baer william,"['William Barnier, William Hare, William Law, Dar Williams, William James, Lillian Baker, William Klaber, Kate William, William Weaver, William May, William Butler, William Boyd, William Ash, Barry Williams, William Blake, William Glen, William Bass, William Boyer, William Raeper']"
Peg Tittle,peg tittle,['']
Elle Kennedy,elle kennedy,['Bill Kennedy']
Bill Konigsberg,bill konigsberg,['']
J. Michael Matkin,j. matkin michael,['Richard J. Mackin']
Gerd Theissen,gerd theissen,['']
Joseph M. Champlin,champlin joseph m.,['']
Rebecca Roush,rebecca roush,['Rebecca Rupp']
Jeannie McDonough,jeannie mcdonough,['']
Suzanne Brockmann,brockmann suzanne,['']
George Walter Gawrych,gawrych george walter,['']
Kim J. Vicente,j. kim vicente,['']
Walter Kolneder,kolneder walter,['']
Daniel C. Dennett,c. daniel dennett,['']
Ann Keppler,ann keppler,['']
Judith S. Wallerstein,judith s. wallerstein,['']
Alf Brodal,alf brodal,['']
Stewart Brand,brand stewart,"['Stewart Graff, Stewart Evans, Rod Stewart, Ian Stewart, Alan Stewart']"
Jerry Ordway,jerry ordway,['']
Teal Swan,swan teal,['']
Glenn Bachmann,bachmann glenn,['']
Torbjørn L. Knutsen,knutsen l. torbjørn,['']
Joe Miller,joe miller,"['Joseph Miller, Joanne Miller']"
Nicholas Rogers,nicholas rogers,['']
Ralph P. Grimaldi,grimaldi p. ralph,['']
Catherine Allgor,allgor catherine,"['Catherine Asaro, Catherine Archer']"
Mary Balogh,balogh mary,['']
Valerie Porr,porr valerie,['']
Albert Bates Lord,albert bates lord,['']
Koji Suzuki,koji suzuki,['']
J. D. Pickles,d. j. pickles,['']
Dan Burr,burr dan,['Dan Carr']
Stephanie Banyas,banyas stephanie,"['Stephanie Lyness, Stephanie Barron, Stephanie James']"
Roy S. Freedman,freedman roy s.,['']
Joann Martin,joann martin,"['Colin Martin, Joel Martin, Martin Jay, Frank Martin, Martin Cohen']"
Fernando Pessoa,fernando pessoa,['']
Tommy Newberry,newberry tommy,['']
Ruth Van Waerebeek,ruth van waerebeek,['']
Theodore G. Striphas,g. striphas theodore,['']
Andrew G. Vaughn,andrew g. vaughn,['']
Amy Pastan,amy pastan,['']
Charles Wentworth Upham,charles upham wentworth,['']
Joseph Henry Jackson,henry jackson joseph,['']
Susumu Nagara,nagara susumu,['']
Dustin Willis,dustin willis,['']
Bret Lott,bret lott,['']
Raymond Moody,moody raymond,['']
Hans Neleman,hans neleman,['']
Brandon Sanderson,brandon sanderson,['']
Robert Schweitzer,robert schweitzer,"['Albert Schweitzer, Robert Scheer, Robert Schneider, Robert Schleicher']"
Randall Kennedy,kennedy randall,['']
Robin McDermott,mcdermott robin,['']
S. John Ross,john ross s.,['John Ross']
Charles E. Lindblom,charles e. lindblom,['']
Jaye Zimet,jaye zimet,['']
Hermann Palsson,hermann palsson,['']
Walter Rudin,rudin walter,['']
Joan Beal,beal joan,"['Joan Bello, John Bear, John Bell']"
D. Geraint Lewis,d. geraint lewis,['']
Susana Holt,holt susana,['']
Lourdes Arguelles,arguelles lourdes,['']
Aaron Blabey,aaron blabey,['']
Simon Holt,holt simon,['']
Dougal Robertson,dougal robertson,"['Robertson Dean, Laurel Robertson']"
Cliff Jahr,cliff jahr,['']
Gerhard Kittel,gerhard kittel,['']
Robert Bly,bly robert,"['Robert Bloch, Robert Day, Robert Block, Robert Colby, Robert Daley, Robert Dalby, Robert W. Bly']"
Woon-Seng Gan,gan woon-seng,['']
Kathryn Madeline Allen,allen kathryn madeline,['']
Jana Brabcová-Orlíková,brabcová-orlíková jana,['']
Andreas J. Köstenberger,andreas j. köstenberger,['']
Jeffrey Archer,archer jeffrey,['']
Mary J. Allen,allen j. mary,['']
John E. Miller,e. john miller,"['John J. Miller, John B. Miner, Jack E. Miller, John C. Miller, John E. Wills, John G. Miller']"
William Wordsworth,william wordsworth,['']
Lorna Coppinger,coppinger lorna,['']
Hilary Knight,hilary knight,['']
Peter Lambrou,lambrou peter,['']
W.A. Kirk,kirk w.a.,['']
Jane Shattuc,jane shattuc,['']
Paula Danziger,danziger paula,['']
David Adams Richards,adams david richards,['']
Jacques Pauw,jacques pauw,['']
Irshad Manji,irshad manji,['']
Byron Jackson,byron jackson,['Devon Jackson']
Cristina García,cristina garcía,['']
Jennifer Rozines Roy,jennifer roy rozines,['']
Karen Jo Torjesen,jo karen torjesen,['']
William D. Middleton,d. middleton william,['William Middleton']
Naomi Burtnick,burtnick naomi,['']
Stanley Leonard Robbins,leonard robbins stanley,['']
Nils Haustein,haustein nils,['']
Joan Hustace Walker,hustace joan walker,['']
Saint Athanasius (Patriarch of Alexandria),(patriarch alexandria) athanasius of saint,['Saint Cyril (Patriarch of Alexandria)']
Meryl Wilsner,meryl wilsner,['']
Shelley Klein,klein shelley,['']
John Singer Sargent,john sargent singer,['']
Adrian Keith Goldsworthy,adrian goldsworthy keith,['Adrian Goldsworthy']
Professor Physics Laboratory J F Nye,f j laboratory nye physics professor,['']
Albert Payson Terhune,albert payson terhune,['']
Ginger Knowlton,ginger knowlton,['']
Rosalie G. Riegle,g. riegle rosalie,['']
Sylvia Prys Jones,jones prys sylvia,['']
Karla Zimmerman,karla zimmerman,['Andrea Zimmerman']
Larry Kahaner,kahaner larry,['']
Lorna Jane Mitchell,jane lorna mitchell,['']
David Standish,david standish,['']
Priya Basil,basil priya,['']
Mark Twight,mark twight,['']
G. A. Cohen,a. cohen g.,['']
Paraluman S. Aspillera,aspillera paraluman s.,['']
Kathryn H. Kidd,h. kathryn kidd,['']
Toby Wilkinson,toby wilkinson,['Joy Wilkinson']
Pocket Books,books pocket,['']
Walter Diethelm,diethelm walter,['']
Isabella Drayson,drayson isabella,['']
Roger Schrodinger,roger schrodinger,['']
Ian Stephenson,ian stephenson,"['Neal Stephenson, Ian Stevenson']"
John Edmunds,edmunds john,['John Eklund']
John Dos Passos,dos john passos,['']
Judy Reene Singer,judy reene singer,['']
Blake Morrison,blake morrison,['']
Georges Duby,duby georges,['']
Pamela Bradley,bradley pamela,"['Paul Bradley, Bradley Campbell']"
Noreena Hertz,hertz noreena,['']
John W. Conlee,conlee john w.,"['John W. Colby, John K. Cooley']"
Sterling Professor of the Humanities Harold Bloom,bloom harold humanities of professor sterling the,['']
Edith L. B. Turner,b. edith l. turner,['']
Daniel Golden,daniel golden,"['Daniel Gordis, Daniel Goleman']"
