Title,authors
The Looking Book : A Hide-and-Seek Counting Story,['Janet S. Wong']
Struts in Action: Building Web Applications with the Leading Java Framework,['Sue Spielman']
All That Glitters: The Crime and the Cover-Up,['Raymond Chandler']
Political Leadership: A Source Book (Pitt Series in Policy and Institutional Studies),['Barbara Kellerman']
After the War,['Anita Abriel']
Lord of Light,['Roger Zelazny']
THE HISTORY OF THE RUSSIAN REVOLUTION,['Richard Pipes']
Meet the Bible,"['Philip Yancey', 'Brenda Quinn']"
"The Paradise War (The Song of Albion trilogy, Book 1)",['Steve Lawhead']
Is Jesus the Only Savior?,['James R. Edwards']
Danger Quicksand - Have A Nice Day- An unconvential guide to surviving corporate employment,['David St. Lawrence']
Casanova in Bolzano,['Sandor Marai']
Sylvia Browne's Book of Dreams,"['Sylvia Browne', 'Lindsay Harrison']"
The Secret of Wigglesworth's Power,['Albert Hibbert']
The Bachelor Machine,['M. Christian']
The karate dojo;: Traditions and tales of a martial art,['Peter Urban']
The First World War (History of Warfare),['John Keegan']
Live from New York: An Uncensored History of Saturday Night Live,"['Tom Shales', 'James Andrew Miller']"
A child's book of saints,['Louis M. Savary']
The Wind in the Willows,['Kenneth Grahame']
My Soul Thirsts: An Invitation to Intimacy With God,['Steve Korch']
HAMMER AND ANVIL (Book II of The Time of Troubles),['Harry Turtledove']
Winter Solstice,['Rosamunde Pilcher']
"Nutritional Biochemistry, Second Edition",['Tom Brody']
Larry & Lilly Potter: More Than Just Friends,['Larry Brown']
A Hero in Every Heart: Champions from All Walks of Life Share Powerful Messages to Inspire The Hero in Each of Us,['H. Jackson Brown']
The Life of Jesus (Religion),['Shūsaku Endō']
"Gift For Abuelita / Un regalo para Abuelita: Celebrating the Day of the Dead/En celebracion del Dia de los Muertos (English, Multilingual and Spanish Edition)",['Nancy Luenn']
Measurement Error in Nonlinear Models,"['Raymond J. Carroll', 'David Ruppert', 'Leonard A. Stefanski', 'Ciprian M. Crainiceanu']"
S-M: The Last Taboo,"['Gerald Greene', 'Caroline Greene']"
How to lie with statistics / by Darrell Huff,['Darrell Huff']
Better Together : Restoring the American Community,"['Robert D. Putnam', 'Lewis Feldstein']"
Effective cycling,['John Forester']
Luba in America,['Gilbert Hernandez']
Emily's Ghost,['Denise Giardina']
The Purity Principle: God's Safeguards for Life's Dangerous Trails (LifeChange Books),['Randy Alcorn']
The Heart of the Hunter,['Laurens Van Der Post']
Shakespeare's Imagery and What It Tells Us,['Caroline Spurgeon']
The Titan (Meridian classics),['Theodore Dreiser']
Horn of the Hunter: The Story of an African Safari,['Robert Ruark']
Shape of a Pocket,['John Berger']
Emma's Secret,['Barbara Taylor Bradford']
The Long Secret,['Louise Fitzhugh']
The Days of Summer,"['Scott Neustadter', 'Michael H. Weber']"
"The Secret Architecture of Our Nation's Capital: The Masons and the Building of Washington, D.C.",['David Ovason']
Summer of My German Soldier,['Bette Greene']
A Practical Introduction to Econometric Methods:: Classical and Modern,"['Patrick K. Watson', 'Sonja S. Teelucksingh']"
The lollipop party;,['Ruth A. Sonneborn']
The President and Mom's Apple Pie,['Michael Garland']
Understanding history;: A primer of historical method,"['Louis Gottschalk', 'Louis Reichenthal Gottschalk']"
The Cannabis Grow Bible: The Definitive Guide to Growing Marijuana for Recreational and Medical Use,['Greg Green']
Camera Lucida: Reflections on Photography,['Roland Barthes']
Name Your Baby,['David Narter']
"Teach Us, Amelia Bedelia",['Peggy Parish']
Regulatory and Advanced Regulatory Control: System Development,['Harold L. Wade']
That's Just Your Interpretation: Responding to Skeptics Who Challenge Your Faith,['Paul Copan']
D.V.,['Stu Maschwitz']
The first Crossing of Greenland,['Fridtjof Nansen']
The Greatest Generation,['Tom Brokaw']
Object Oriented Reengineering Patterns (The Morgan Kaufmann Series in Software Engineering and Programming),"['Serge Demeyer', 'Stéphane Ducasse', 'Oscar Marius Nierstrasz', 'Oscar Nierstrasz']"
The Essential Golden Dawn: An Introduction to High Magic,"['Chic Cicero', 'Sandra Tabatha Cicero']"
"Technical analysis of stock trends,","['Robert D. Edwards', 'W.H.C. Bassetti', 'John Magee']"
La Ignorancia,['Manuel G. Velasquez']
"Cooking for Kings: The Life of Antonin Careme, the First Celebrity Chef",['Ian Kelly']
Grieving the Child I Never Knew,['Kathe Wunnenberg']
Jump-Off Creek,['Molly Gloss']
Winter Count,['Barry Holstun Lopez']
Star girl,['Louise Beech']
His Unexpected Wife,['Maureen McKade']
The Bronze Horseman: Selected Poems of Alexander Pushkin,"['Aleksandr Sergeevich Pushkin', 'Александр Сергеевич Пушкин']"
Kirith Kirin,['Jim Grimsley']
Heller with a Gun,"[""Louis L'Amour""]"
Carthage,['Adrian Goldsworthy']
Learning Joy from Dogs Without Collars : A Memoir,['Lauralee Summer']
The Barracks Thief,['Tobias Wolff']
Open: Inside the Ropes at Bethpage Black,['John Feinstein']
Goodbye Columbus,['Philip Roth']
Irina's Story,['Jim Williams']
Rocks and Minerals (National Audubon Society First Field Guides),"['Charles Wesley Chesterman', 'National Audubon Society']"
"The Six Sigma Way: How GE, Motorola, and Other Top Companies are Honing Their Performance","['Peter S. Pande', 'Robert P. Neuman', 'Roland R. Cavanagh']"
James Herriot's Favorite Dog Stories,['James Herriot']
The Constant Nymph,['Margaret Kennedy']
The Chicken Pox Panic (The Cul-de-Sac Kids #2) (Book 2),['Beverly Lewis']
Three Little Kittens,['Robert Michael Ballantyne']
Nebula Awards Showcase 2006,['Gardner Dozois']
Ruthie's Gift,['Kimberly Brubaker Bradley']
"Mayor of Casterbridge, the",['Thomas Hardy']
The Four Agreements Companion Book : Using the Four Agreements to Master the Dream of Your Life,"['Don Miguel Ruiz', 'Janet Mills']"
The Beaded Moccasins: The Story of Mary Campbell,['Lynda Durrant']
A Very Young Dancer,['Jill Krementz']
The Devil's Picnic: Around the World in Pursuit of Forbidden Fruit,['Taras Grescoe']
The Very Best Wedding Planner & Organizer,"['Alex Lluch', 'Elizabeth Lluch']"
Hope Dies Last: Keeping The Faith In Troubled Times,['Studs Terkel']
Information Seeking in Electronic Environments (Cambridge Series on Human-Computer Interaction),['Gary Marchionini']
Good Faith and Truthful Ignorance: A Case of Transatlantic Bigamy,"['Alexandra Parma Cook', 'Noble David Cook']"
A book of world religions,['Huston Smith']
American Apartheid,['Douglas Massey']
Spring Awakening,['Frank Wedekind']
Rainbow's End,['Lauren St John']
Caravaggio (Rizzoli Quadrifolio),['Michelangelo Merisi da Caravaggio']
Essential Managers: Writing Your Resume,"['Robert Heller', 'Simon Howard']"
The winter of the world,['Ken Follett']
Abraham Lincoln,"['Abraham Lincoln', 'Bob Blaisdell']"
Roll over and Play Dead,['Joan Hess']
"Halo, Books 1-3 (The Flood; First Strike; The Fall of Reach)","['Eric S. Nylund', 'William C. Dietz']"
The Art of Loving,['Erich Fromm']
Isaiah Effect,['Gregg Braden']
Object-Oriented Database Design Clearly Explained,['Jan L. Harrington']
"Chi Running: A Revolutionary Approach to Effortless, Injury-Free Running","['Danny Dreyer', 'Katherine Dreyer']"
World Pocket Bible,['World Bible Publishing']
Origins of the American Revolution,['Bernard Bailyn']
Baseball pals,['Matt Christopher']
Howl-O-Ween,['Gary L. Holleman']
"On the aesthetic education of man,","['Friedrich Schiller', 'Reginald Snell']"
The Educated Child : A Parents Guide From Preschool Through Eighth Grade,"['Chester E. Finn, Jr.', 'John T. E. Cribb, Jr.', 'William J. Bennett']"
With Cochrane the Dauntless,['David Cordingly']
Zorba the Greek,['Nikos Kazantzakis']
Ulysses S. Grant,"['Josiah Bunting, III']"
Along Came Mary : A Bad Girl Creek Novel,['Jo-Ann Mapson']
Till We Have Faces: A Myth Retold,['C. S. Lewis']
Seven Days to a Magickal New You,['Fiona Horne']
The Starter Marriage: A Novel,['Pamela Paul']
Philosophical investigations = Philosophische untersuchungen,['Ludwig Wittgenstein']
Shaping Seattle Architecture: A Historical Guide to the Architects,['Jeffrey Karl Ochsner']
Charms for the Easy Life,['Kaye Gibbons']
"Saddle and Western Gear Catalog, 1938","['Victor M. Linoff', 'Visalia Stock Saddle Co']"
Walking in Victory: Experiencing True Sanctification and Holiness through God's Grace,['Charles Trumbull']
Hiking Alaska (State Hiking Series),['Mollie Foster']
The World of Musical Comedy,['Stanley Green']
Chimney Swift Towers: New Habitat for America's Mysterious Birds (Louise Lindsey Merrick Natural Environment Series),['Paul D. Kyle']
The black arrow: A tale of the two roses (The biographical edition of the works of Robert Louis Stevenson),['Robert Louis Stevenson']
The New American Bible For Catholics,['John J. Collins']
"UNESCO General History of Africa, Vol. VIII: Africa since 1935 (unabridged paperback)",['Unesco. International Scientific Committee for the Drafting of a General History of Africa']
The Language of Mathematics: Making the Invisible Visible,['Keith Devlin']
Gods and Kings (Chronicles of the Kings #1),['Lynn Austin']
Agatha Raisin and the Love from Hell,['M. C. Beaton']
The Onion Ambassador,['Rhonda Frost Kight']
Daughters of Earth: Feminist Science Fiction in the Twentieth Century,['Justine Larbalestier']
Object-Oriented Design with UML and Java,"['Kenneth Barclay', 'John Savage']"
El sueo de la historia,"['Candelaria Zapp', 'Herman Zapp']"
How to be a Ghost Hunter (How To Series),['Zak Bagans']
Cucina Piemontese: Cooking from Italy's Piedmont,"['Maria Grazia Asselle', 'Brian Yarvin']"
Elbowing the seducer: A novel,['T. Gertler']
"OF PLYMOUTH PLANTATION, 1620-1647",['William Bradford']
The NutriBase Complete Book of Food Counts,['NutriBase']
Grace And Power,['Sally Bedell Smith']
"Candy ('Tang', in traditional Chinese, NOT in English)",['Lan Jiang']
The Third Man,['Graham Greene']
Ghetto Schooling: A Political Economy of Urban Educational Reform,['Jean Anyon']
"Yo, Vikings!",['Judy Schachner']
Carb Conscious Vegetarian: 150 Delicious Recipes for a Healthy Lifestyle,['Robin Robertson']
One Incredible Moment Celebrating The Majesty Of The Manger,['Max Lucado']
The Anger Workbook: A 13-Step Interactive Plan to Help You... (Minirth-Meier Clinic Series),"['Les Carter', 'Frank B. Minirth']"
The Sweetest Dream,['Doris Lessing']
"Righteous Victims: A History of the Zionist-Arab Conflict, 1881-1999",['Benny Morris']
Islamic Mysticism: A Secular Perspective,['Ibn al-Rawandi']
The natural history and antiquities of Selborne,['Gilbert White']
The Map of Tolkien's Middle-earth,['Brian Sibley']
Eton Voices: Interviews,['Mary Ellen Snodgrass']
King of the Dead,['Joseph Nassise']
Ocean Circulation and Climate: Observing and Modeling the Global Ocean (International Geophysics),"['Gerold Siedler', 'John Church', 'John Gould']"
Hang By Your Neck,['Henry Kane']
Man and Superman: A Comedy and A Philosophy,['Bernard Shaw']
Observing the User Experience: A Practitioner's Guide to User Research (Morgan Kaufmann Series in Interactive Technologies),['Mike Kuniavsky']
In the wet,['Nevil Shute']
The Psychic Pathway: A Workbook for Reawakening the Voice of Your Soul,['Sonia Choquette']
Uncle Wiggily Stories,['Howard Roger Garis']
Parliamentary law at a glance: Based on Robert's Rules of order revised,['Ethel C. Utter']
.NET Multithreading,['Juval Löwy']
Critica de la razon ludica / Criticism of the Playful Reason (Estructuras Y Procesos/ Filosofia) (Spanish Edition),['Daniel Goleman']
Free Fall in Crimson,['John D. MacDonald']
Resurrection Day,['Brendan DuBois']
Saint Joan (Penguin books),"['Bernard Shaw', 'Dan H. Laurence']"
T'Ai-Chi Swordplay and Eight-Diagram Palm (Chinese Martial Arts),['Carol A. Wiley']
Sights Unseen,['Kaye Gibbons']
Betrayed,['Milan Kundera']
By Love Undone,['Suzanne Enoch']
Your God is too small,['J.B. Phillips']
Duke: We're Glad We Knew You: John Wayne's Friends and Colleagues Remember His RemarkableLife,['Herb Fagen']
A Girl Called Thursday,['Lilian Harry']
Dr. Richard Marrs' Fertility Book: America's Leading Infertility Expert Tells You Everything You Need to Know About Getting Pregnant,['Richard Marrs']
Sisterchicks on the Loose! (Sisterchicks Series #1),['Robin Jones Gunn']
WIND RIDER'S OATH,['David Weber']
Essential Managers: Learning To Lead,['Robert Heller']
Whose Daddy Does This? (A Sliding Surprise Book),"['Charles Reasoner', 'Jim Deesing']"
Night,['Clement Moore']
A Recursive Vision: Ecological Understanding and Gregory Bateson,['Peter Harries-Jones']
Baffling Whodunit Puzzles: Dr. Quicksolve Mini-Mysteries,['Jim Sukach']
Shrimp & Spey Flies for Salmon & Steelhead,['Ricardo Calado']
Differential and Integral Calculus : Volume 1,['Richard Courant']
Prisoner 1167: The Madman Who Was Jack the Ripper,['James Tully']
The Mystery in the Cave (The Boxcar Children Mysteries #50),['Gertrude Chandler Warner']
The Cannibal's Wife: A Memoir,"['Yvonne M. Maes', 'Bonita Slunder']"
"The Big Guide To Living And Working Overseas: 3,045 Career Building Resources, Fourth Edition",['Larry Chiagouris']
Object-Oriented Neural Networks in C++,['Joey Rogers']
Lady Into Fox,['David Garnett']
Peterson First Guide to Astronomy,"['Jay M. Pasachoff', 'Roger Tory Peterson']"
Diccionario de los sueos (Spanish Edition),['R.J. Palacio']
Lessons in Wrestling and Physical Culture (Reprint Edition -Originally published in 1914),['Brian Solomon']
"Ruth-Esther (Word Biblical Commentary, Vol. 9)",['Dr. Frederic W. Bush']
The Nightingale's Song,['Robert Timberg']
"'night, Mother: A Play (Mermaid Dramabook)",['Marsha Norman']
Just Another Soldier: A Year on the Ground in Iraq,['Jason Christopher Hartley']
Say It with Charts Workbook,['Gene Zelazny']
The Elders Are Watching,"['David Bouchard', 'Roy Henry Vickers']"
The Sacred Ifa Oracle,"['Afolabi A. Epega', 'Philip John Neimark']"
Taming Rafe,['Suzanne Enoch']
Theodore Roosevelt,['Kathleen Dalton']
Mad Pursuit,['Francis Crick']
Sweet Hands: Island Cooking From Trinidad And Tobago (Hippocrene Cookbook Library),['Ramin Ganeshram']
Harmonium: A Book of Poems,['Paul Mariani']
His Lordship's Holiday Surprise (Zebra Regency Romance),['Kate Huntington']
The Principle of Relativity (Dover Books on Physics),"['Albert Einstein', 'Francis A. Davis']"
Image Processing: The Fundamentals,"['Maria Petrou', 'Costas Petrou']"
William the Conqueror,['David C. Douglas']
Just Another Kid,['Torey Hayden']
Oil Field Chemicals,['Johannes Fink']
Creating the Good Life :Applying Aristotle's Wisdom to Find Meaning and Happiness,"[""James O'Toole""]"
No Comebacks,['Frederick Forsyth']
Murder by Injection: The Story of the Medical Conspiracy against America,['Eustace Clarence Mullins']
Arthur Ashe on Tennis,['Paul Mantell']
Why Women Want What They Can't Have: Why So Many Relationships Fail,['Peter Andrew Sacco']
Flirting with Disaster,['Sherryl Woods']
Pictorial Key to the Tarot,['A. E. Waite']
Failure Mode and Effect Analysis: FMEA from Theory to Execution,['D. H. Stamatis']
"I love you, sun I love you, moon",['Karen Pandell']
"Ocean Circulation, Second Edition",['Open University']
Enemy of the People,"['Arthur Miller', 'Henrik Ibsen']"
Death du Jour,['Kathy Reichs']
Return of the Naked Chef,['Jamie Oliver']
UNDER A NEW SKY,['Elizabeth Kolbert']
Siouxsie and the Banshees: The Authorised Biography,"['Mark Paytress', 'Shirley Manson']"
Foundation and Earth,['Isaac Asimov']
1634: The Ram Rebellion (Assiti Shards),"['Eric Flint', 'Virginia Easley DeMarce']"
For a Better World: Posters from the United Nations,['Edward B. Marks']
The Transall Saga,['Gary Paulsen']
Heaven's Prisoners,['James Lee Burke']
Applied Regression Analysis,"['Norman R. Draper', 'Harry Smith']"
"Winter Warriors (Drenai Tales, Book 8)",['David Gemmell']
Atlantic Poets: Fernando Pessoa's Turn in Anglo-American Modernism (Reencounters with Colonialism: New Perspectives on the Americas),"['Irene Ramalho Santos', 'Maria Irene Ramalho Sousa Santos']"
These Honored Dead: How The Story Of Gettysburg Shaped American Memory,['Thomas A. Desjardin']
"Hyperspace: A Scientific Odyssey through Parallel Universes, Time Warps, and the Tenth Dimension",['Michio Kaku']
Chinese Nail Murders,"['Robert Hans van Gulik', 'Robert van Gulik']"
Vector Mechanics for Engineers Combined Edition,"['C. LAKSHAMANA RAO', 'J. LAKSHINARASHIMAN', 'RAJU SETHURAMAN', 'SRINIVASAN M. SIVAKUMAR']"
The Making of McPaper: The Inside Story of USA Today,['Peter Prichard']
Heir to the Throne,['Sarah J. Maas']
"Young in One Another's Arms, The",['Jane Rule']
Leeway Cottage,['Beth Gutcheon']
A Spy Among the Girls (Boy/Girl Battle),['Phyllis Reynolds Naylor']
Design for the Real World: Human Ecology and Social Change,"['Victor Papanek', 'Victor J. Papanek']"
The Barbary Coast: An Informal History of the San Francisco Underworld,['Herbert Asbury']
"A History of Greek Philosophy: Volume 2, The Presocratic Tradition from Parmenides to Democritus","['W. K. C. Guthrie', 'William Keith Chambers Guthrie']"
The Habit: A History of the Clothing of Catholic Nuns,['Elizabeth Kuhns']
Snoopy and the Red Baron,['Charles Schulz']
Basic Arabic Workbook: For Revision and Practice,['John Mace']
"Win, Lose or Die",['John Gardner']
JMX in Action,"['Ben G. Sullins', 'Mark B. Whipple']"
"Occasional, Critical, and Political Writing (Oxford World's Classics)",['James Joyce']
Infamous Scribblers: The Founding Fathers and the Rowdy Beginnings of American Journalism,['Eric Burns']
